runtime,seasons,imdb_score,action,animation,comedy,crime,documentation,drama,european,family,fantasy,history,horror,music,reality,romance,scifi,sport,thriller,war,western,América del Sur,América del Norte,África,Europa,Oceanía,Asia,Streaming_Service,type_SHOW,release_year_1970s,release_year_1980s,release_year_1990s,release_year_2000s,release_year_2010s,release_year_2020s,release_year_<1970
68,0.0,7.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Prime Video,False,False,False,False,False,True,False,False
90,0.0,6.2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,Prime Video,False,False,False,False,False,True,False,False
58,0.0,6.8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
91,0.0,6.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
70,0.0,5.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
60,0.0,7.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
103,0.0,6.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
95,0.0,5.2,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,Prime Video,False,False,False,False,False,True,False,False
96,0.0,7.3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
80,0.0,3.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Prime Video,False,False,False,False,False,True,False,False
90,0.0,7.6,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
134,0.0,6.1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Prime Video,False,False,False,False,False,True,False,False
105,0.0,3.6,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
61,0.0,6.7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
90,0.0,4.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
95,0.0,6.1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
104,0.0,5.2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Prime Video,False,False,False,False,False,True,False,False
21,2.0,5.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,Prime Video,True,False,False,False,False,True,False,False
72,0.0,6.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
57,0.0,6.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Prime Video,False,False,False,False,False,True,False,False
57,0.0,6.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
88,0.0,4.4,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
104,0.0,6.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Prime Video,False,False,False,False,False,True,False,False
89,0.0,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
98,0.0,4.9,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
100,0.0,5.2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
11,3.0,5.1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Prime Video,True,False,False,False,False,True,False,False
103,0.0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
60,0.0,7.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
95,0.0,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
83,0.0,3.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Prime Video,False,False,False,False,False,True,False,False
95,0.0,7.7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
100,0.0,5.9,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
109,0.0,6.1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Prime Video,False,False,False,False,False,True,False,False
21,4.0,7.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,True,False,False,False,False,True,False,False
93,0.0,5.3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
105,0.0,6.2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Prime Video,False,False,False,False,False,True,False,False
115,0.0,6.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
40,1.0,7.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Prime Video,True,False,False,False,False,True,False,False
90,0.0,6.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Prime Video,False,False,False,False,False,True,False,False
95,0.0,7.8,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
59,1.0,8.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Prime Video,True,False,False,False,False,True,False,False
109,0.0,6.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,Prime Video,False,False,False,False,False,True,False,False
106,0.0,6.9,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Prime Video,False,False,False,False,False,True,False,False
87,0.0,3.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
52,0.0,7.3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
90,0.0,4.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
60,0.0,7.8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
124,0.0,7.9,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Prime Video,False,False,False,False,False,True,False,False
88,0.0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
162,0.0,8.2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Prime Video,False,False,False,False,False,True,False,False
106,0.0,4.8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Prime Video,False,False,False,False,False,True,False,False
96,0.0,4.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
90,0.0,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
97,0.0,5.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Prime Video,False,False,False,False,False,True,False,False
90,0.0,5.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Prime Video,False,False,False,False,False,True,False,False
90,0.0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
88,0.0,4.9,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Prime Video,False,False,False,False,False,True,False,False
95,0.0,4.1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
121,0.0,6.7,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Prime Video,False,False,False,False,False,True,False,False
25,1.0,7.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,True,False,False,False,False,True,False,False
92,0.0,4.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
109,0.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
87,0.0,5.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
76,0.0,5.1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
127,0.0,7.1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Prime Video,False,False,False,False,False,True,False,False
23,1.0,6.2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,Prime Video,True,False,False,False,False,True,False,False
104,0.0,6.4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Prime Video,False,False,False,False,False,True,False,False
80,0.0,7.6,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
45,9.0,5.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Prime Video,True,False,False,False,False,True,False,False
74,0.0,5.6,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
70,0.0,6.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
95,0.0,6.2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
97,0.0,6.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
90,0.0,5.6,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
81,0.0,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
82,0.0,7.6,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
90,0.0,6.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Prime Video,False,False,False,False,False,True,False,False
157,0.0,3.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Prime Video,False,False,False,False,False,True,False,False
90,0.0,5.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
92,0.0,6.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Prime Video,False,False,False,False,False,True,False,False
81,0.0,5.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
138,0.0,7.3,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Prime Video,False,False,False,False,False,True,False,False
105,0.0,6.6,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
54,0.0,6.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
60,0.0,8.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
22,1.0,7.1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Prime Video,True,False,False,False,False,True,False,False
92,0.0,3.5,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
108,0.0,4.5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,Prime Video,False,False,False,False,False,True,False,False
87,0.0,5.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
90,0.0,6.4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
46,0.0,6.7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
100,0.0,5.8,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
90,0.0,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
52,0.0,6.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
79,0.0,8.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
125,0.0,5.7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Prime Video,False,False,False,False,False,True,False,False
90,0.0,5.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
58,0.0,7.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
79,0.0,6.1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Prime Video,False,False,False,False,False,True,False,False
90,0.0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
54,0.0,7.9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
150,0.0,6.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Prime Video,False,False,False,False,False,True,False,False
82,0.0,7.6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
150,0.0,6.9,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Prime Video,False,False,False,False,False,True,False,False
90,0.0,6.9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Prime Video,False,False,False,False,False,True,False,False
86,0.0,4.7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Prime Video,False,False,False,False,False,True,False,False
140,0.0,6.9,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Prime Video,False,False,False,False,False,True,False,False
91,0.0,4.4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
82,0.0,6.9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
145,0.0,5.5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Prime Video,False,False,False,False,False,True,False,False
125,0.0,6.9,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Prime Video,False,False,False,False,False,True,False,False
58,0.0,8.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
104,0.0,5.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
57,0.0,6.7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
118,0.0,8.7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
42,2.0,7.6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,Prime Video,True,False,False,False,False,True,False,False
115,0.0,8.3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Prime Video,False,False,False,False,False,True,False,False
56,0.0,5.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
30,0.0,7.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
87,0.0,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
153,0.0,3.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Prime Video,False,False,False,False,False,True,False,False
150,0.0,5.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,Prime Video,False,False,False,False,False,True,False,False
12,1.0,5.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Prime Video,True,False,False,False,False,True,False,False
92,0.0,3.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
78,0.0,6.1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
52,0.0,5.6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
157,0.0,5.2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Prime Video,False,False,False,False,False,True,False,False
87,0.0,5.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
80,0.0,5.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
151,0.0,7.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Prime Video,False,False,False,False,False,True,False,False
85,0.0,5.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
90,0.0,5.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Prime Video,False,False,False,False,False,True,False,False
100,0.0,4.4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
50,0.0,7.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
120,0.0,4.7,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
127,0.0,6.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Prime Video,False,False,False,False,False,True,False,False
79,0.0,5.8,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Prime Video,False,False,False,False,False,True,False,False
57,0.0,8.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
160,0.0,6.3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Prime Video,False,False,False,False,False,True,False,False
85,0.0,5.2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
114,0.0,8.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Prime Video,False,False,False,False,False,True,False,False
78,0.0,6.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
94,0.0,6.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Prime Video,False,False,False,False,False,True,False,False
80,1.0,8.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Prime Video,True,False,False,False,False,True,False,False
45,6.0,8.5,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,Prime Video,True,False,False,False,False,True,False,False
56,4.0,8.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,True,False,False,False,False,True,False,False
48,6.0,8.4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Prime Video,True,False,False,False,False,True,False,False
61,3.0,8.1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Prime Video,True,False,False,False,False,True,False,False
25,4.0,8.9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,True,False,False,False,False,True,False,False
88,0.0,7.2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,Prime Video,False,False,False,False,False,True,False,False
90,8.0,8.6,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Prime Video,True,False,False,False,False,True,False,False
53,7.0,8.3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,True,False,False,False,False,True,False,False
116,0.0,7.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
104,0.0,7.4,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,Prime Video,False,False,False,False,False,True,False,False
130,0.0,6.4,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
60,1.0,7.8,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,Prime Video,True,False,False,False,False,True,False,False
29,3.0,8.6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Prime Video,True,False,False,False,False,True,False,False
58,2.0,8.2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Prime Video,True,False,False,False,False,True,False,False
52,7.0,7.9,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Prime Video,True,False,False,False,False,True,False,False
132,0.0,7.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
104,0.0,6.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
115,0.0,7.7,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
100,0.0,5.9,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
51,2.0,8.4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,Prime Video,True,False,False,False,False,True,False,False
59,5.0,7.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,True,False,False,False,False,True,False,False
47,3.0,7.8,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Prime Video,True,False,False,False,False,True,False,False
43,2.0,7.6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Prime Video,True,False,False,False,False,True,False,False
